"","ID","NPGS site","variable","month","emission","year","value"
"1331",3,"Idaho, Aberdeen","prec","November","SSP126","2041-2060",20
"1332",3,"Idaho, Aberdeen","prec","December","SSP126","2041-2060",19.6
"1333",3,"Idaho, Aberdeen","tmax","January","SSP126","2061-2080",2.33999998569489
"1334",3,"Idaho, Aberdeen","tmax","February","SSP126","2061-2080",5.8300000667572
"1335",3,"Idaho, Aberdeen","tmax","March","SSP126","2061-2080",11.7199999809265
"1336",3,"Idaho, Aberdeen","tmax","April","SSP126","2061-2080",17.7299999237061
"1337",3,"Idaho, Aberdeen","tmax","May","SSP126","2061-2080",22.289999961853
"1338",3,"Idaho, Aberdeen","tmax","June","SSP126","2061-2080",27.7700000762939
"1339",3,"Idaho, Aberdeen","tmax","July","SSP126","2061-2080",33.3000003814697
"1340",3,"Idaho, Aberdeen","tmax","August","SSP126","2061-2080",33.3699998855591
"1341",3,"Idaho, Aberdeen","tmax","September","SSP126","2061-2080",27.9599998474121
"1342",3,"Idaho, Aberdeen","tmax","October","SSP126","2061-2080",20.5700000762939
"1343",3,"Idaho, Aberdeen","tmax","November","SSP126","2061-2080",10.0499999046326
"1344",3,"Idaho, Aberdeen","tmax","December","SSP126","2061-2080",3.39000000953674
"1345",3,"Idaho, Aberdeen","tmin","January","SSP126","2061-2080",-7.15
"1346",3,"Idaho, Aberdeen","tmin","February","SSP126","2061-2080",-4.88000001907349
"1347",3,"Idaho, Aberdeen","tmin","March","SSP126","2061-2080",-0.600000002980232
"1348",3,"Idaho, Aberdeen","tmin","April","SSP126","2061-2080",2.02000000476837
"1349",3,"Idaho, Aberdeen","tmin","May","SSP126","2061-2080",6.05
"1350",3,"Idaho, Aberdeen","tmin","June","SSP126","2061-2080",10.1299999237061
"1351",3,"Idaho, Aberdeen","tmin","July","SSP126","2061-2080",13.4700000762939
"1352",3,"Idaho, Aberdeen","tmin","August","SSP126","2061-2080",12.8200000762939
"1353",3,"Idaho, Aberdeen","tmin","September","SSP126","2061-2080",8.10999999046326
"1354",3,"Idaho, Aberdeen","tmin","October","SSP126","2061-2080",2.38999999761581
"1355",3,"Idaho, Aberdeen","tmin","November","SSP126","2061-2080",-2.28000003099442
"1356",3,"Idaho, Aberdeen","tmin","December","SSP126","2061-2080",-6.69000000953674
"1357",3,"Idaho, Aberdeen","prec","January","SSP126","2061-2080",21.7
"1358",3,"Idaho, Aberdeen","prec","February","SSP126","2061-2080",20.1
"1359",3,"Idaho, Aberdeen","prec","March","SSP126","2061-2080",23.9
"1360",3,"Idaho, Aberdeen","prec","April","SSP126","2061-2080",22.3
"1361",3,"Idaho, Aberdeen","prec","May","SSP126","2061-2080",30.5
"1362",3,"Idaho, Aberdeen","prec","June","SSP126","2061-2080",23.8
"1363",3,"Idaho, Aberdeen","prec","July","SSP126","2061-2080",14.7
"1364",3,"Idaho, Aberdeen","prec","August","SSP126","2061-2080",14.2
"1365",3,"Idaho, Aberdeen","prec","September","SSP126","2061-2080",19.4
"1366",3,"Idaho, Aberdeen","prec","October","SSP126","2061-2080",20.9
"1367",3,"Idaho, Aberdeen","prec","November","SSP126","2061-2080",20.4
"1368",3,"Idaho, Aberdeen","prec","December","SSP126","2061-2080",19.8
"1369",3,"Idaho, Aberdeen","tmax","January","SSP126","2081-2100",2.33999998569489
"1370",3,"Idaho, Aberdeen","tmax","February","SSP126","2081-2100",5.8
"1371",3,"Idaho, Aberdeen","tmax","March","SSP126","2081-2100",11.6800001144409
"1372",3,"Idaho, Aberdeen","tmax","April","SSP126","2081-2100",17.660000038147
"1373",3,"Idaho, Aberdeen","tmax","May","SSP126","2081-2100",22.2700000762939
"1374",3,"Idaho, Aberdeen","tmax","June","SSP126","2081-2100",27.9100002288818
"1375",3,"Idaho, Aberdeen","tmax","July","SSP126","2081-2100",33.2000007629395
"1376",3,"Idaho, Aberdeen","tmax","August","SSP126","2081-2100",33.3000001907349
"1377",3,"Idaho, Aberdeen","tmax","September","SSP126","2081-2100",27.7000001907349
"1378",3,"Idaho, Aberdeen","tmax","October","SSP126","2081-2100",20.4299999237061
"1379",3,"Idaho, Aberdeen","tmax","November","SSP126","2081-2100",10.0099999427795
"1380",3,"Idaho, Aberdeen","tmax","December","SSP126","2081-2100",3.28999997377396
"1381",3,"Idaho, Aberdeen","tmin","January","SSP126","2081-2100",-7.10999999046326
"1382",3,"Idaho, Aberdeen","tmin","February","SSP126","2081-2100",-4.95
"1383",3,"Idaho, Aberdeen","tmin","March","SSP126","2081-2100",-0.699999998509884
"1384",3,"Idaho, Aberdeen","tmin","April","SSP126","2081-2100",1.93999999761581
"1385",3,"Idaho, Aberdeen","tmin","May","SSP126","2081-2100",6.04999995231628
"1386",3,"Idaho, Aberdeen","tmin","June","SSP126","2081-2100",10.2199999809265
"1387",3,"Idaho, Aberdeen","tmin","July","SSP126","2081-2100",13.3299999237061
"1388",3,"Idaho, Aberdeen","tmin","August","SSP126","2081-2100",12.7199999809265
"1389",3,"Idaho, Aberdeen","tmin","September","SSP126","2081-2100",7.9
"1390",3,"Idaho, Aberdeen","tmin","October","SSP126","2081-2100",2.31999998092651
"1391",3,"Idaho, Aberdeen","tmin","November","SSP126","2081-2100",-2.25999999642372
"1392",3,"Idaho, Aberdeen","tmin","December","SSP126","2081-2100",-6.76999998092651
"1393",3,"Idaho, Aberdeen","prec","January","SSP126","2081-2100",22.1
"1394",3,"Idaho, Aberdeen","prec","February","SSP126","2081-2100",20
"1395",3,"Idaho, Aberdeen","prec","March","SSP126","2081-2100",23.7
"1396",3,"Idaho, Aberdeen","prec","April","SSP126","2081-2100",21.7
"1397",3,"Idaho, Aberdeen","prec","May","SSP126","2081-2100",30.9
"1398",3,"Idaho, Aberdeen","prec","June","SSP126","2081-2100",23.8
"1399",3,"Idaho, Aberdeen","prec","July","SSP126","2081-2100",14.7
"1400",3,"Idaho, Aberdeen","prec","August","SSP126","2081-2100",14.3
"1401",3,"Idaho, Aberdeen","prec","September","SSP126","2081-2100",20
"1402",3,"Idaho, Aberdeen","prec","October","SSP126","2081-2100",21.1
"1403",3,"Idaho, Aberdeen","prec","November","SSP126","2081-2100",20.7
"1404",3,"Idaho, Aberdeen","prec","December","SSP126","2081-2100",19.9
"1405",3,"Idaho, Aberdeen","tmax","January","SSP245","2021-2040",1.64999996423721
"1406",3,"Idaho, Aberdeen","tmax","February","SSP245","2021-2040",5.07999997138977
"1407",3,"Idaho, Aberdeen","tmax","March","SSP245","2021-2040",10.889999961853
"1408",3,"Idaho, Aberdeen","tmax","April","SSP245","2021-2040",16.8700001716614
"1409",3,"Idaho, Aberdeen","tmax","May","SSP245","2021-2040",21.6299999237061
"1410",3,"Idaho, Aberdeen","tmax","June","SSP245","2021-2040",27.2299999237061
"1411",3,"Idaho, Aberdeen","tmax","July","SSP245","2021-2040",32.5099994659424
"1412",3,"Idaho, Aberdeen","tmax","August","SSP245","2021-2040",32.760000038147
"1413",3,"Idaho, Aberdeen","tmax","September","SSP245","2021-2040",27.1299999237061
"1414",3,"Idaho, Aberdeen","tmax","October","SSP245","2021-2040",20.060000038147
"1415",3,"Idaho, Aberdeen","tmax","November","SSP245","2021-2040",9.5600001335144
"1416",3,"Idaho, Aberdeen","tmax","December","SSP245","2021-2040",2.82999999523163
"1417",3,"Idaho, Aberdeen","tmin","January","SSP245","2021-2040",-7.93000001907349
"1418",3,"Idaho, Aberdeen","tmin","February","SSP245","2021-2040",-5.73000011444092
"1419",3,"Idaho, Aberdeen","tmin","March","SSP245","2021-2040",-1.44999998211861
"1420",3,"Idaho, Aberdeen","tmin","April","SSP245","2021-2040",1.35999999940395
"1421",3,"Idaho, Aberdeen","tmin","May","SSP245","2021-2040",5.51000003814697
"1422",3,"Idaho, Aberdeen","tmin","June","SSP245","2021-2040",9.63999996185303
"1423",3,"Idaho, Aberdeen","tmin","July","SSP245","2021-2040",12.739999961853
"1424",3,"Idaho, Aberdeen","tmin","August","SSP245","2021-2040",12.2100001335144
"1425",3,"Idaho, Aberdeen","tmin","September","SSP245","2021-2040",7.34000000953674
"1426",3,"Idaho, Aberdeen","tmin","October","SSP245","2021-2040",1.8799999833107
"1427",3,"Idaho, Aberdeen","tmin","November","SSP245","2021-2040",-2.6700000166893
"1428",3,"Idaho, Aberdeen","tmin","December","SSP245","2021-2040",-7.27999992370605
"1429",3,"Idaho, Aberdeen","prec","January","SSP245","2021-2040",21.8
"1430",3,"Idaho, Aberdeen","prec","February","SSP245","2021-2040",20.3
"1431",3,"Idaho, Aberdeen","prec","March","SSP245","2021-2040",23.2
"1432",3,"Idaho, Aberdeen","prec","April","SSP245","2021-2040",21.1
"1433",3,"Idaho, Aberdeen","prec","May","SSP245","2021-2040",30.4
"1434",3,"Idaho, Aberdeen","prec","June","SSP245","2021-2040",23.7
"1435",3,"Idaho, Aberdeen","prec","July","SSP245","2021-2040",14.3
"1436",3,"Idaho, Aberdeen","prec","August","SSP245","2021-2040",13.9
"1437",3,"Idaho, Aberdeen","prec","September","SSP245","2021-2040",19.2
"1438",3,"Idaho, Aberdeen","prec","October","SSP245","2021-2040",20.1
"1439",3,"Idaho, Aberdeen","prec","November","SSP245","2021-2040",20.5
"1440",3,"Idaho, Aberdeen","prec","December","SSP245","2021-2040",19.4
"1441",3,"Idaho, Aberdeen","tmax","January","SSP245","2041-2060",2.5
"1442",3,"Idaho, Aberdeen","tmax","February","SSP245","2041-2060",6.02999997138977
"1443",3,"Idaho, Aberdeen","tmax","March","SSP245","2041-2060",11.939999961853
"1444",3,"Idaho, Aberdeen","tmax","April","SSP245","2041-2060",17.95
"1445",3,"Idaho, Aberdeen","tmax","May","SSP245","2041-2060",22.5299999237061
"1446",3,"Idaho, Aberdeen","tmax","June","SSP245","2041-2060",28.2500001907349
"1447",3,"Idaho, Aberdeen","tmax","July","SSP245","2041-2060",33.5799995422363
"1448",3,"Idaho, Aberdeen","tmax","August","SSP245","2041-2060",33.7300003051758
"1449",3,"Idaho, Aberdeen","tmax","September","SSP245","2041-2060",28.0199998855591
"1450",3,"Idaho, Aberdeen","tmax","October","SSP245","2041-2060",20.939999961853
"1451",3,"Idaho, Aberdeen","tmax","November","SSP245","2041-2060",10.2400000572205
"1452",3,"Idaho, Aberdeen","tmax","December","SSP245","2041-2060",3.58999998569489
"1453",3,"Idaho, Aberdeen","tmin","January","SSP245","2041-2060",-6.86999998092651
"1454",3,"Idaho, Aberdeen","tmin","February","SSP245","2041-2060",-4.70000002384186
"1455",3,"Idaho, Aberdeen","tmin","March","SSP245","2041-2060",-0.429999998211861
"1456",3,"Idaho, Aberdeen","tmin","April","SSP245","2041-2060",2.18000001907349
"1457",3,"Idaho, Aberdeen","tmin","May","SSP245","2041-2060",6.25999999046326
"1458",3,"Idaho, Aberdeen","tmin","June","SSP245","2041-2060",10.510000038147
"1459",3,"Idaho, Aberdeen","tmin","July","SSP245","2041-2060",13.7999999046326
"1460",3,"Idaho, Aberdeen","tmin","August","SSP245","2041-2060",13.2100001335144
"1461",3,"Idaho, Aberdeen","tmin","September","SSP245","2041-2060",8.29000000953674
"1462",3,"Idaho, Aberdeen","tmin","October","SSP245","2041-2060",2.73999999761581
"1463",3,"Idaho, Aberdeen","tmin","November","SSP245","2041-2060",-2.12000000998378
"1464",3,"Idaho, Aberdeen","tmin","December","SSP245","2041-2060",-6.34999995231628
"1465",3,"Idaho, Aberdeen","prec","January","SSP245","2041-2060",22.2
"1466",3,"Idaho, Aberdeen","prec","February","SSP245","2041-2060",20.2
"1467",3,"Idaho, Aberdeen","prec","March","SSP245","2041-2060",23.6
"1468",3,"Idaho, Aberdeen","prec","April","SSP245","2041-2060",21.8
"1469",3,"Idaho, Aberdeen","prec","May","SSP245","2041-2060",30.7
"1470",3,"Idaho, Aberdeen","prec","June","SSP245","2041-2060",23.1
"1471",3,"Idaho, Aberdeen","prec","July","SSP245","2041-2060",14.6
"1472",3,"Idaho, Aberdeen","prec","August","SSP245","2041-2060",14.2
"1473",3,"Idaho, Aberdeen","prec","September","SSP245","2041-2060",19.8
"1474",3,"Idaho, Aberdeen","prec","October","SSP245","2041-2060",20.4
"1475",3,"Idaho, Aberdeen","prec","November","SSP245","2041-2060",20.4
"1476",3,"Idaho, Aberdeen","prec","December","SSP245","2041-2060",20.1
"1477",3,"Idaho, Aberdeen","tmax","January","SSP245","2061-2080",3.1200000166893
"1478",3,"Idaho, Aberdeen","tmax","February","SSP245","2061-2080",6.66999998092651
"1479",3,"Idaho, Aberdeen","tmax","March","SSP245","2061-2080",12.5300001144409
"1480",3,"Idaho, Aberdeen","tmax","April","SSP245","2061-2080",18.3800001144409
"1481",3,"Idaho, Aberdeen","tmax","May","SSP245","2061-2080",23.0400001525879
"1482",3,"Idaho, Aberdeen","tmax","June","SSP245","2061-2080",28.7900001525879
"1483",3,"Idaho, Aberdeen","tmax","July","SSP245","2061-2080",34.2600002288818
"1484",3,"Idaho, Aberdeen","tmax","August","SSP245","2061-2080",34.4500003814697
"1485",3,"Idaho, Aberdeen","tmax","September","SSP245","2061-2080",28.7599996566772
"1486",3,"Idaho, Aberdeen","tmax","October","SSP245","2061-2080",21.7
"1487",3,"Idaho, Aberdeen","tmax","November","SSP245","2061-2080",10.7900000572205
"1488",3,"Idaho, Aberdeen","tmax","December","SSP245","2061-2080",4.06000006198883
"1489",3,"Idaho, Aberdeen","tmin","January","SSP245","2061-2080",-6
"1490",3,"Idaho, Aberdeen","tmin","February","SSP245","2061-2080",-3.86000003814697
"1491",3,"Idaho, Aberdeen","tmin","March","SSP245","2061-2080",0.210000003874302
"1492",3,"Idaho, Aberdeen","tmin","April","SSP245","2061-2080",2.54000002145767
"1493",3,"Idaho, Aberdeen","tmin","May","SSP245","2061-2080",6.71000003814697
"1494",3,"Idaho, Aberdeen","tmin","June","SSP245","2061-2080",11
"1495",3,"Idaho, Aberdeen","tmin","July","SSP245","2061-2080",14.460000038147
"1496",3,"Idaho, Aberdeen","tmin","August","SSP245","2061-2080",13.9799999237061
"1497",3,"Idaho, Aberdeen","tmin","September","SSP245","2061-2080",9.07999992370605
"1498",3,"Idaho, Aberdeen","tmin","October","SSP245","2061-2080",3.52000005245209
"1499",3,"Idaho, Aberdeen","tmin","November","SSP245","2061-2080",-1.44999999403954
"1500",3,"Idaho, Aberdeen","tmin","December","SSP245","2061-2080",-5.70000004768372
"1501",3,"Idaho, Aberdeen","prec","January","SSP245","2061-2080",22.6
"1502",3,"Idaho, Aberdeen","prec","February","SSP245","2061-2080",20.6
"1503",3,"Idaho, Aberdeen","prec","March","SSP245","2061-2080",24.6
"1504",3,"Idaho, Aberdeen","prec","April","SSP245","2061-2080",22.1
"1505",3,"Idaho, Aberdeen","prec","May","SSP245","2061-2080",30.3
"1506",3,"Idaho, Aberdeen","prec","June","SSP245","2061-2080",23.2
"1507",3,"Idaho, Aberdeen","prec","July","SSP245","2061-2080",14.7
"1508",3,"Idaho, Aberdeen","prec","August","SSP245","2061-2080",14.2
"1509",3,"Idaho, Aberdeen","prec","September","SSP245","2061-2080",20.1
"1510",3,"Idaho, Aberdeen","prec","October","SSP245","2061-2080",21
"1511",3,"Idaho, Aberdeen","prec","November","SSP245","2061-2080",20.5
"1512",3,"Idaho, Aberdeen","prec","December","SSP245","2061-2080",19.9
"1513",3,"Idaho, Aberdeen","tmax","January","SSP245","2081-2100",3.53000001907349
"1514",3,"Idaho, Aberdeen","tmax","February","SSP245","2081-2100",7.28000016212463
"1515",3,"Idaho, Aberdeen","tmax","March","SSP245","2081-2100",13.2599999427795
"1516",3,"Idaho, Aberdeen","tmax","April","SSP245","2081-2100",18.9699998855591
"1517",3,"Idaho, Aberdeen","tmax","May","SSP245","2081-2100",23.4499998092651
"1518",3,"Idaho, Aberdeen","tmax","June","SSP245","2081-2100",29.45
"1519",3,"Idaho, Aberdeen","tmax","July","SSP245","2081-2100",34.8600002288818
"1520",3,"Idaho, Aberdeen","tmax","August","SSP245","2081-2100",34.9299995422363
"1521",3,"Idaho, Aberdeen","tmax","September","SSP245","2081-2100",29.389999961853
"1522",3,"Idaho, Aberdeen","tmax","October","SSP245","2081-2100",22.110000038147
"1523",3,"Idaho, Aberdeen","tmax","November","SSP245","2081-2100",11.3
"1524",3,"Idaho, Aberdeen","tmax","December","SSP245","2081-2100",4.45000002384186
"1525",3,"Idaho, Aberdeen","tmin","January","SSP245","2081-2100",-5.56000008583069
"1526",3,"Idaho, Aberdeen","tmin","February","SSP245","2081-2100",-3.2799999833107
"1527",3,"Idaho, Aberdeen","tmin","March","SSP245","2081-2100",0.840000005811453
"1528",3,"Idaho, Aberdeen","tmin","April","SSP245","2081-2100",3.01000000238419
"1529",3,"Idaho, Aberdeen","tmin","May","SSP245","2081-2100",6.99999995231628
"1530",3,"Idaho, Aberdeen","tmin","June","SSP245","2081-2100",11.5600001335144
"1531",3,"Idaho, Aberdeen","tmin","July","SSP245","2081-2100",15.0799998283386
"1532",3,"Idaho, Aberdeen","tmin","August","SSP245","2081-2100",14.5200000762939
"1533",3,"Idaho, Aberdeen","tmin","September","SSP245","2081-2100",9.68000001907349
"1534",3,"Idaho, Aberdeen","tmin","October","SSP245","2081-2100",3.82000005245209
"1535",3,"Idaho, Aberdeen","tmin","November","SSP245","2081-2100",-1.06000000238419
"1536",3,"Idaho, Aberdeen","tmin","December","SSP245","2081-2100",-5.27999999523163
"1537",3,"Idaho, Aberdeen","prec","January","SSP245","2081-2100",22.5
"1538",3,"Idaho, Aberdeen","prec","February","SSP245","2081-2100",20.9
"1539",3,"Idaho, Aberdeen","prec","March","SSP245","2081-2100",25.1
"1540",3,"Idaho, Aberdeen","prec","April","SSP245","2081-2100",22.5
"1541",3,"Idaho, Aberdeen","prec","May","SSP245","2081-2100",30
"1542",3,"Idaho, Aberdeen","prec","June","SSP245","2081-2100",22.6
"1543",3,"Idaho, Aberdeen","prec","July","SSP245","2081-2100",14.5
"1544",3,"Idaho, Aberdeen","prec","August","SSP245","2081-2100",14.6
"1545",3,"Idaho, Aberdeen","prec","September","SSP245","2081-2100",20
"1546",3,"Idaho, Aberdeen","prec","October","SSP245","2081-2100",20.2
"1547",3,"Idaho, Aberdeen","prec","November","SSP245","2081-2100",20.7
"1548",3,"Idaho, Aberdeen","prec","December","SSP245","2081-2100",20.2
"1549",3,"Idaho, Aberdeen","tmax","January","SSP370","2021-2040",1.64999998211861
"1550",3,"Idaho, Aberdeen","tmax","February","SSP370","2021-2040",5.01000010967255
"1551",3,"Idaho, Aberdeen","tmax","March","SSP370","2021-2040",10.860000038147
"1552",3,"Idaho, Aberdeen","tmax","April","SSP370","2021-2040",17
"1553",3,"Idaho, Aberdeen","tmax","May","SSP370","2021-2040",21.7200000762939
"1554",3,"Idaho, Aberdeen","tmax","June","SSP370","2021-2040",27.2900001525879
"1555",3,"Idaho, Aberdeen","tmax","July","SSP370","2021-2040",32.5199995040894
"1556",3,"Idaho, Aberdeen","tmax","August","SSP370","2021-2040",32.8
"1557",3,"Idaho, Aberdeen","tmax","September","SSP370","2021-2040",27.0400001525879
"1558",3,"Idaho, Aberdeen","tmax","October","SSP370","2021-2040",19.9400001525879
"1559",3,"Idaho, Aberdeen","tmax","November","SSP370","2021-2040",9.45
"1560",3,"Idaho, Aberdeen","tmax","December","SSP370","2021-2040",2.75
"1561",3,"Idaho, Aberdeen","tmin","January","SSP370","2021-2040",-7.89000000953674
"1562",3,"Idaho, Aberdeen","tmin","February","SSP370","2021-2040",-5.84000000953674
"1563",3,"Idaho, Aberdeen","tmin","March","SSP370","2021-2040",-1.38000000417233
"1564",3,"Idaho, Aberdeen","tmin","April","SSP370","2021-2040",1.4299999833107
"1565",3,"Idaho, Aberdeen","tmin","May","SSP370","2021-2040",5.59000000953674
"1566",3,"Idaho, Aberdeen","tmin","June","SSP370","2021-2040",9.72000007629395
"1567",3,"Idaho, Aberdeen","tmin","July","SSP370","2021-2040",12.8099999427795
"1568",3,"Idaho, Aberdeen","tmin","August","SSP370","2021-2040",12.2299999237061
"1569",3,"Idaho, Aberdeen","tmin","September","SSP370","2021-2040",7.33000001907349
"1570",3,"Idaho, Aberdeen","tmin","October","SSP370","2021-2040",1.85
"1571",3,"Idaho, Aberdeen","tmin","November","SSP370","2021-2040",-2.8299999833107
"1572",3,"Idaho, Aberdeen","tmin","December","SSP370","2021-2040",-7.36999998092651
"1573",3,"Idaho, Aberdeen","prec","January","SSP370","2021-2040",21.9
"1574",3,"Idaho, Aberdeen","prec","February","SSP370","2021-2040",19.9
"1575",3,"Idaho, Aberdeen","prec","March","SSP370","2021-2040",23.5
"1576",3,"Idaho, Aberdeen","prec","April","SSP370","2021-2040",21
"1577",3,"Idaho, Aberdeen","prec","May","SSP370","2021-2040",30.1
"1578",3,"Idaho, Aberdeen","prec","June","SSP370","2021-2040",23.6
"1579",3,"Idaho, Aberdeen","prec","July","SSP370","2021-2040",14.6
"1580",3,"Idaho, Aberdeen","prec","August","SSP370","2021-2040",14
"1581",3,"Idaho, Aberdeen","prec","September","SSP370","2021-2040",19.5
"1582",3,"Idaho, Aberdeen","prec","October","SSP370","2021-2040",20.2
"1583",3,"Idaho, Aberdeen","prec","November","SSP370","2021-2040",20.3
"1584",3,"Idaho, Aberdeen","prec","December","SSP370","2021-2040",19.9
"1585",3,"Idaho, Aberdeen","tmax","January","SSP370","2041-2060",2.51000000238419
"1586",3,"Idaho, Aberdeen","tmax","February","SSP370","2041-2060",6.04000000953674
"1587",3,"Idaho, Aberdeen","tmax","March","SSP370","2041-2060",12
"1588",3,"Idaho, Aberdeen","tmax","April","SSP370","2041-2060",17.9700000762939
"1589",3,"Idaho, Aberdeen","tmax","May","SSP370","2041-2060",22.7800001144409
"1590",3,"Idaho, Aberdeen","tmax","June","SSP370","2041-2060",28.5800001144409
"1591",3,"Idaho, Aberdeen","tmax","July","SSP370","2041-2060",33.8499996185303
"1592",3,"Idaho, Aberdeen","tmax","August","SSP370","2041-2060",33.9500007629395
"1593",3,"Idaho, Aberdeen","tmax","September","SSP370","2041-2060",28.3199996948242
"1594",3,"Idaho, Aberdeen","tmax","October","SSP370","2041-2060",21.1800001144409
"1595",3,"Idaho, Aberdeen","tmax","November","SSP370","2041-2060",10.4800001144409
"1596",3,"Idaho, Aberdeen","tmax","December","SSP370","2041-2060",3.53999998569489
"1597",3,"Idaho, Aberdeen","tmin","January","SSP370","2041-2060",-6.76999998092651
"1598",3,"Idaho, Aberdeen","tmin","February","SSP370","2041-2060",-4.60999999046326
"1599",3,"Idaho, Aberdeen","tmin","March","SSP370","2041-2060",-0.269999998062849
"1600",3,"Idaho, Aberdeen","tmin","April","SSP370","2041-2060",2.19999998807907
"1601",3,"Idaho, Aberdeen","tmin","May","SSP370","2041-2060",6.4699999332428
"1602",3,"Idaho, Aberdeen","tmin","June","SSP370","2041-2060",10.8500000953674
"1603",3,"Idaho, Aberdeen","tmin","July","SSP370","2041-2060",14.1499999046326
"1604",3,"Idaho, Aberdeen","tmin","August","SSP370","2041-2060",13.5800000190735
"1605",3,"Idaho, Aberdeen","tmin","September","SSP370","2041-2060",8.6699999332428
"1606",3,"Idaho, Aberdeen","tmin","October","SSP370","2041-2060",2.97999999523163
"1607",3,"Idaho, Aberdeen","tmin","November","SSP370","2041-2060",-1.80000001937151
"1608",3,"Idaho, Aberdeen","tmin","December","SSP370","2041-2060",-6.35
"1609",3,"Idaho, Aberdeen","prec","January","SSP370","2041-2060",22.2
"1610",3,"Idaho, Aberdeen","prec","February","SSP370","2041-2060",20.3
"1611",3,"Idaho, Aberdeen","prec","March","SSP370","2041-2060",24.1
"1612",3,"Idaho, Aberdeen","prec","April","SSP370","2041-2060",21.5
"1613",3,"Idaho, Aberdeen","prec","May","SSP370","2041-2060",29.3
"1614",3,"Idaho, Aberdeen","prec","June","SSP370","2041-2060",22.9
"1615",3,"Idaho, Aberdeen","prec","July","SSP370","2041-2060",14.7
"1616",3,"Idaho, Aberdeen","prec","August","SSP370","2041-2060",14.4
"1617",3,"Idaho, Aberdeen","prec","September","SSP370","2041-2060",19.8
"1618",3,"Idaho, Aberdeen","prec","October","SSP370","2041-2060",20.4
"1619",3,"Idaho, Aberdeen","prec","November","SSP370","2041-2060",20.3
"1620",3,"Idaho, Aberdeen","prec","December","SSP370","2041-2060",20
"1621",3,"Idaho, Aberdeen","tmax","January","SSP370","2061-2080",3.76000001430511
"1622",3,"Idaho, Aberdeen","tmax","February","SSP370","2061-2080",7.36000008583069
"1623",3,"Idaho, Aberdeen","tmax","March","SSP370","2061-2080",13.25
"1624",3,"Idaho, Aberdeen","tmax","April","SSP370","2061-2080",19.1299999237061
"1625",3,"Idaho, Aberdeen","tmax","May","SSP370","2061-2080",23.7800001144409
"1626",3,"Idaho, Aberdeen","tmax","June","SSP370","2061-2080",29.9500001907349
"1627",3,"Idaho, Aberdeen","tmax","July","SSP370","2061-2080",35.2799999237061
"1628",3,"Idaho, Aberdeen","tmax","August","SSP370","2061-2080",35.3600002288818
"1629",3,"Idaho, Aberdeen","tmax","September","SSP370","2061-2080",29.739999961853
"1630",3,"Idaho, Aberdeen","tmax","October","SSP370","2061-2080",22.4799999237061
"1631",3,"Idaho, Aberdeen","tmax","November","SSP370","2061-2080",11.4699999809265
"1632",3,"Idaho, Aberdeen","tmax","December","SSP370","2061-2080",4.75999999046326
"1633",3,"Idaho, Aberdeen","tmin","January","SSP370","2061-2080",-5.1
"1634",3,"Idaho, Aberdeen","tmin","February","SSP370","2061-2080",-3.03000001311302
"1635",3,"Idaho, Aberdeen","tmin","March","SSP370","2061-2080",0.850000007450581
"1636",3,"Idaho, Aberdeen","tmin","April","SSP370","2061-2080",3.12000002861023
"1637",3,"Idaho, Aberdeen","tmin","May","SSP370","2061-2080",7.29000005722046
"1638",3,"Idaho, Aberdeen","tmin","June","SSP370","2061-2080",12.0699998855591
"1639",3,"Idaho, Aberdeen","tmin","July","SSP370","2061-2080",15.7299999237061
"1640",3,"Idaho, Aberdeen","tmin","August","SSP370","2061-2080",15.2000000953674
"1641",3,"Idaho, Aberdeen","tmin","September","SSP370","2061-2080",10.2299998283386
"1642",3,"Idaho, Aberdeen","tmin","October","SSP370","2061-2080",4.26999995708466
"1643",3,"Idaho, Aberdeen","tmin","November","SSP370","2061-2080",-0.819999998807907
"1644",3,"Idaho, Aberdeen","tmin","December","SSP370","2061-2080",-4.77999994754791
"1645",3,"Idaho, Aberdeen","prec","January","SSP370","2061-2080",23.3
"1646",3,"Idaho, Aberdeen","prec","February","SSP370","2061-2080",21.3
"1647",3,"Idaho, Aberdeen","prec","March","SSP370","2061-2080",25.1
"1648",3,"Idaho, Aberdeen","prec","April","SSP370","2061-2080",22.1
"1649",3,"Idaho, Aberdeen","prec","May","SSP370","2061-2080",29.1
"1650",3,"Idaho, Aberdeen","prec","June","SSP370","2061-2080",21.9
"1651",3,"Idaho, Aberdeen","prec","July","SSP370","2061-2080",14.8
"1652",3,"Idaho, Aberdeen","prec","August","SSP370","2061-2080",15.1
"1653",3,"Idaho, Aberdeen","prec","September","SSP370","2061-2080",19.9
"1654",3,"Idaho, Aberdeen","prec","October","SSP370","2061-2080",20.9
"1655",3,"Idaho, Aberdeen","prec","November","SSP370","2061-2080",20.6
"1656",3,"Idaho, Aberdeen","prec","December","SSP370","2061-2080",20.5
"1657",3,"Idaho, Aberdeen","tmax","January","SSP370","2081-2100",4.92999997138977
"1658",3,"Idaho, Aberdeen","tmax","February","SSP370","2081-2100",8.61999988555908
"1659",3,"Idaho, Aberdeen","tmax","March","SSP370","2081-2100",14.5799999237061
"1660",3,"Idaho, Aberdeen","tmax","April","SSP370","2081-2100",20.15
"1661",3,"Idaho, Aberdeen","tmax","May","SSP370","2081-2100",25
"1662",3,"Idaho, Aberdeen","tmax","June","SSP370","2081-2100",31.5499998092651
