ID,NPGS site,Type of site,variable,emission,year,value
6,"Riverside, California",National Clonal Germplasm Repository,prec,ssp370,2081-2100,29.33333396911621
6,"Riverside, California",National Clonal Germplasm Repository,prec,ssp585,2081-2100,28.08333396911621
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp126,2021-2040,28.225000381469727
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp245,2021-2040,28.200000762939453
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp370,2021-2040,28.33333396911621
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp585,2021-2040,28.350000381469727
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp126,2041-2060,28.84166717529297
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp245,2041-2060,28.983333587646484
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp370,2041-2060,29.21666717529297
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp585,2041-2060,29.233333587646484
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp126,2061-2080,28.96666717529297
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp245,2061-2080,29.46666717529297
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp370,2061-2080,30.024999618530273
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp585,2061-2080,30.79166603088379
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp126,2081-2100,29.174999237060547
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp245,2081-2100,30.024999618530273
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp370,2081-2100,31.325000762939453
6,"Riverside, California",National Clonal Germplasm Repository,tmax,ssp585,2081-2100,32.40833282470703
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp126,2021-2040,12.433333396911621
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp245,2021-2040,12.375
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp370,2021-2040,12.600000381469727
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp585,2021-2040,12.591666221618652
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp126,2041-2060,13.158333778381348
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp245,2041-2060,13.375
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp370,2041-2060,13.491666793823242
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp585,2041-2060,13.716666221618652
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp126,2061-2080,13.308333396911621
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp245,2061-2080,13.933333396911621
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp370,2061-2080,14.616666793823242
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp585,2061-2080,15.408332824707031
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp126,2081-2100,13.358333587646484
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp245,2081-2100,14.375
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp370,2081-2100,15.966666221618652
6,"Riverside, California",National Clonal Germplasm Repository,tmin,ssp585,2081-2100,17.058332443237305
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,historic,1970-2000,212.5833282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,historic,1970-2000,25.407333374023438
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,historic,1970-2000,17.818666458129883
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp126,2021-2040,216.0833282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp245,2021-2040,213.4166717529297
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp370,2021-2040,210.6666717529297
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp585,2021-2040,214.3333282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp126,2041-2060,216.4166717529297
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp245,2041-2060,216.5833282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp370,2041-2060,215.9166717529297
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp585,2041-2060,220.5
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp126,2061-2080,219.0833282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp245,2061-2080,217.25
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp370,2061-2080,218.5
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp585,2061-2080,230.5833282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp126,2081-2100,211.5833282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp245,2081-2100,214.75
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp370,2081-2100,239.5833282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,prec,ssp585,2081-2100,249.5
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp126,2021-2040,26.758333206176758
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp245,2021-2040,26.641666412353516
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp370,2021-2040,26.758333206176758
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp585,2021-2040,26.95833396911621
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp126,2041-2060,27.325000762939453
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp245,2041-2060,27.53333282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp370,2041-2060,27.600000381469727
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp585,2041-2060,27.758333206176758
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp126,2061-2080,27.5
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp245,2061-2080,27.983333587646484
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp370,2061-2080,28.34166717529297
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp585,2061-2080,29.008333206176758
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp126,2081-2100,27.54166603088379
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp245,2081-2100,28.325000762939453
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp370,2081-2100,29.41666603088379
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmax,ssp585,2081-2100,30.266666412353516
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp126,2021-2040,19.16666603088379
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp245,2021-2040,19.049999237060547
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp370,2021-2040,19.15833282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp585,2021-2040,19.375
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp126,2041-2060,19.691665649414063
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp245,2041-2060,19.91666603088379
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp370,2041-2060,19.991666793823242
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp585,2041-2060,20.174999237060547
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp126,2061-2080,19.90833282470703
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp245,2061-2080,20.358333587646484
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp370,2061-2080,20.758333206176758
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp585,2061-2080,21.433334350585938
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp126,2081-2100,19.92500114440918
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp245,2081-2100,20.70833396911621
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp370,2081-2100,21.825000762939453
7,"Hilo, Hawaii",National Clonal Germplasm Repository,tmin,ssp585,2081-2100,22.70833396911621
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,historic,1970-2000,33.08333206176758
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,historic,1970-2000,17.409334182739258
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,historic,1970-2000,1.5080000162124634
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp126,2021-2040,33.75
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp245,2021-2040,33.5
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp370,2021-2040,32.83333206176758
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp585,2021-2040,34.16666793823242
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp126,2041-2060,33.91666793823242
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp245,2041-2060,34
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp370,2041-2060,33.83333206176758
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp585,2041-2060,33.16666793823242
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp126,2061-2080,34.25
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp245,2061-2080,34
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp370,2061-2080,32.66666793823242
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp585,2061-2080,33.75
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp126,2081-2100,33.91666793823242
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp245,2081-2100,33.33333206176758
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp370,2081-2100,33.41666793823242
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,prec,ssp585,2081-2100,33.08333206176758
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp126,2021-2040,19.71666717529297
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp245,2021-2040,19.625
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp370,2021-2040,19.899999618530273
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp585,2021-2040,19.899999618530273
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp126,2041-2060,20.399999618530273
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp245,2041-2060,20.616666793823242
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp370,2041-2060,20.941665649414063
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp585,2041-2060,21.108333587646484
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp126,2061-2080,20.600000381469727
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp245,2061-2080,21.358333587646484
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp370,2061-2080,22.20833396911621
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp585,2061-2080,22.84166717529297
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp126,2081-2100,20.825000762939453
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp245,2081-2100,21.96666717529297
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp370,2081-2100,23.549999237060547
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmax,ssp585,2081-2100,24.79166603088379
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp126,2021-2040,3.616666793823242
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp245,2021-2040,3.558333396911621
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp370,2021-2040,3.816666603088379
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp585,2021-2040,3.9666666984558105
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp126,2041-2060,4.358333587646484
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp245,2041-2060,4.650000095367432
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp370,2041-2060,4.858333110809326
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp585,2041-2060,5.074999809265137
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp126,2061-2080,4.583333492279053
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp245,2061-2080,5.366666793823242
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp370,2061-2080,6.175000190734863
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp585,2061-2080,6.816666603088379
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp126,2081-2100,4.666666507720947
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp245,2081-2100,5.866666793823242
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp370,2081-2100,7.4666666984558105
8,"Ft Collins, Colorado",National Laboratory for Genetic Resource Preservation,tmin,ssp585,2081-2100,8.574999809265137
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,historic,1970-2000,85.5
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,historic,1970-2000,26.22166633605957
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,historic,1970-2000,13.765000343322754
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp126,2021-2040,88.16666412353516
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp245,2021-2040,85.08333587646484
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp370,2021-2040,85.08333587646484
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp585,2021-2040,85.33333587646484
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp126,2041-2060,85.75
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp245,2041-2060,87.75
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp370,2041-2060,84.08333587646484
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp585,2041-2060,83.58333587646484
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp126,2061-2080,86.08333587646484
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp245,2061-2080,83.5
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp370,2061-2080,81.08333587646484
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp585,2061-2080,85.66666412353516
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp126,2081-2100,86.16666412353516
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp245,2081-2100,85.75
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp370,2081-2100,88.91666412353516
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",prec,ssp585,2081-2100,83.33333587646484
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp126,2021-2040,28.316667556762695
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp245,2021-2040,28.241666793823242
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp370,2021-2040,28.308332443237305
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp585,2021-2040,28.491666793823242
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp126,2041-2060,29.049999237060547
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp245,2041-2060,29.16666603088379
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp370,2041-2060,29.375
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp585,2041-2060,29.5
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp126,2061-2080,29.225000381469727
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp245,2061-2080,29.924999237060547
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp370,2061-2080,30.53333282470703
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp585,2061-2080,30.983333587646484
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp126,2081-2100,29.233333587646484
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp245,2081-2100,30.274999618530273
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp370,2081-2100,31.508333206176758
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmax,ssp585,2081-2100,32.70833206176758
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp126,2021-2040,15.600000381469727
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp245,2021-2040,15.524999618530273
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp370,2021-2040,15.666666030883789
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp585,2021-2040,15.783333778381348
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp126,2041-2060,16.183334350585938
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp245,2041-2060,16.433334350585938
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp370,2041-2060,16.600000381469727
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp585,2041-2060,16.70833396911621
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp126,2061-2080,16.366666793823242
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp245,2061-2080,17.024999618530273
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp370,2061-2080,17.70833396911621
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp585,2061-2080,18.116666793823242
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp126,2081-2100,16.316667556762695
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp245,2081-2100,17.375
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp370,2081-2100,18.741666793823242
9,"College Station, Texas","National Clonal Germplasm Repository, Crop collection",tmin,ssp585,2081-2100,19.70833396911621
10,"Ames, Iowa",Plant Introduction Station,prec,historic,1970-2000,70.91666412353516
10,"Ames, Iowa",Plant Introduction Station,tmax,historic,1970-2000,14.986000061035156
10,"Ames, Iowa",Plant Introduction Station,tmin,historic,1970-2000,3.194000005722046
10,"Ames, Iowa",Plant Introduction Station,prec,ssp126,2021-2040,71.08333587646484
10,"Ames, Iowa",Plant Introduction Station,prec,ssp245,2021-2040,69.91666412353516
10,"Ames, Iowa",Plant Introduction Station,prec,ssp370,2021-2040,69.5
10,"Ames, Iowa",Plant Introduction Station,prec,ssp585,2021-2040,69.16666412353516
10,"Ames, Iowa",Plant Introduction Station,prec,ssp126,2041-2060,69.25
10,"Ames, Iowa",Plant Introduction Station,prec,ssp245,2041-2060,72.33333587646484
10,"Ames, Iowa",Plant Introduction Station,prec,ssp370,2041-2060,71.41666412353516
10,"Ames, Iowa",Plant Introduction Station,prec,ssp585,2041-2060,69.25
10,"Ames, Iowa",Plant Introduction Station,prec,ssp126,2061-2080,70.91666412353516
10,"Ames, Iowa",Plant Introduction Station,prec,ssp245,2061-2080,70.41666412353516
10,"Ames, Iowa",Plant Introduction Station,prec,ssp370,2061-2080,69.25
10,"Ames, Iowa",Plant Introduction Station,prec,ssp585,2061-2080,67.25
10,"Ames, Iowa",Plant Introduction Station,prec,ssp126,2081-2100,69.91666412353516
10,"Ames, Iowa",Plant Introduction Station,prec,ssp245,2081-2100,70.66666412353516
10,"Ames, Iowa",Plant Introduction Station,prec,ssp370,2081-2100,71.25
10,"Ames, Iowa",Plant Introduction Station,prec,ssp585,2081-2100,69.08333587646484
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp126,2021-2040,17.65833282470703
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp245,2021-2040,17.633333206176758
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp370,2021-2040,17.78333282470703
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp585,2021-2040,18
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp126,2041-2060,18.558334350585938
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp245,2041-2060,18.616666793823242
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp370,2041-2060,18.950000762939453
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp585,2041-2060,19.399999618530273
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp126,2061-2080,18.858333587646484
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp245,2061-2080,19.46666717529297
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp370,2061-2080,20.441665649414063
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp585,2061-2080,21.266666412353516
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp126,2081-2100,19.04166603088379
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp245,2081-2100,20.05000114440918
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp370,2081-2100,21.899999618530273
10,"Ames, Iowa",Plant Introduction Station,tmax,ssp585,2081-2100,23.350000381469727
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp126,2021-2040,5.4083333015441895
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp245,2021-2040,5.391666412353516
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp370,2021-2040,5.5
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp585,2021-2040,5.7833333015441895
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp126,2041-2060,6.183333396911621
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp245,2041-2060,6.391666412353516
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp370,2041-2060,6.708333492279053
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp585,2041-2060,6.983333587646484
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp126,2061-2080,6.474999904632568
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp245,2061-2080,7.083333492279053
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp370,2061-2080,7.950000286102295
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp585,2061-2080,8.641666412353516
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp126,2081-2100,6.616666793823242
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp245,2081-2100,7.650000095367432
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp370,2081-2100,9.341666221618652
10,"Ames, Iowa",Plant Introduction Station,tmin,ssp585,2081-2100,10.600000381469727
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,historic,1970-2000,84.25
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,historic,1970-2000,16.73900032043457
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,historic,1970-2000,5.714000225067139
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp126,2021-2040,86.5
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp245,2021-2040,85.25
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp370,2021-2040,86.16666412353516
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp585,2021-2040,87.5
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp126,2041-2060,87.41666412353516
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp245,2041-2060,88.83333587646484
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp370,2041-2060,86.75
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp585,2041-2060,85.5
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp126,2061-2080,88.5
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp245,2061-2080,88.16666412353516
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp370,2061-2080,87
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp585,2061-2080,86.16666412353516
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp126,2081-2100,87.08333587646484
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp245,2081-2100,88.16666412353516
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp370,2081-2100,89.41666412353516
11,"Urbana, Illinois","Crop collection, Genetic stock collection",prec,ssp585,2081-2100,88.91666412353516
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp126,2021-2040,19.366666793823242
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp245,2021-2040,19.25
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp370,2021-2040,19.325000762939453
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp585,2021-2040,19.566667556762695
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp126,2041-2060,20.08333396911621
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp245,2041-2060,20.274999618530273
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp370,2041-2060,20.674999237060547
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp585,2041-2060,20.991666793823242
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp126,2061-2080,20.46666717529297
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp245,2061-2080,21.008333206176758
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp370,2061-2080,21.950000762939453
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp585,2061-2080,22.65833282470703
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp126,2081-2100,20.57499885559082
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp245,2081-2100,21.66666603088379
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp370,2081-2100,23.358333587646484
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmax,ssp585,2081-2100,24.674999237060547
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp126,2021-2040,7.950000286102295
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp245,2021-2040,7.833333492279053
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp370,2021-2040,7.925000190734863
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp585,2021-2040,8.175000190734863
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp126,2041-2060,8.574999809265137
11,"Urbana, Illinois","Crop collection, Genetic stock collection",tmin,ssp245,2041-2060,8.833333015441895
